Title,Authors,PMID,Journal,Date
Mental health outcomes in youth undergoing bariatric surgery.,"Hadjiyannakis S, Buchholz A.",31978371,LancetChild Adolesc Health,2020 Mar
Post-discharge morbidity and mortality in children admitted with severe anaemia and other health conditions in malaria-endemic settings in Africa: a systematic review and meta-analysis.,"Kwambai TK, Mori AT, Nevitt S, van Eijk AM, Samuels AM, Robberstad B, Phiri KS, Ter Kuile FO.",35605629,LancetChild Adolesc Health,2022 Jul
Laparoscopic management of choledochal cysts: is a keyhole view missing the big picture?,Stringer MD.,28424862,Pediatr Surg Int,2017 Jun
Outcomes of pediatric thyroidectomy: a cross-sectional evaluation.,"Azari S, Randolph J, Shi H, Hoover T, Weaver D, Mattioni J, Chennupati SK.",36474500,World J Pediatr Surg,2020 Dec
Transanal ileal pouch anal anastomosis for ulcerative colitis in children and adults: a systematic review and meta-analysis.,"Eshel Fuhrer A, Kammar H, Herzlich J, Sukhotnik I.",36114863,Pediatr Surg Int,2022 Dec
Congenital lung malformations: a nationwide survey on management aspects by the Italian Society of Pediatric Surgery.,"Pio L, Gentilino V, Macchini F, Scarpa AA, Lo Piccolo R, Conforti A, Ratta A, Guanà R, Molinaro F, Costanzo S, Riccipetitoni G, Lisi G, Midrio P, Tocchioni F, Cobellis G, Volpe A, Zolpi E, Morandi A, Ciardini E, Vella C, Grella MG, Sergio M, Guida E, Nanni L, Ceccanti S, Di Benedetto V, Cheli M, Garzi A, Nobili M, Gabriele V, Boroni G, Incerti F, Zampieri N, Cacciaguerra S, Ceccarelli PL, Escolino M, Briganti V, Gori D, Esposito C, Gamba P, Gennari F, Inserra A, Dall'Igna P, Romeo C, Bagolan P, Bleve C, Chiarenza F, Morini F, Pelizzo G, Torre M.",38340215,Pediatr Surg Int,2024 Feb
Comparison of robotic versus laparoscopic hepaticojejunostomy for choledochal cyst in children : a first report.,"Koga H, Murakami H, Ochi T, Miyano G, Lane GJ, Yamataka A.",31555861,Pediatr Surg Int,2019 Dec
Biliary complications post liver resection for pediatric liver tumors.,"Othman MY, Teh KH, Zahari Z.",37441088,World J Pediatr Surg,2023 Jul
Constant magnetic field in treating congenital esophageal and anorectal malformation: a review.,"Liu S, Lv Y.",36474917,World J Pediatr Surg,2020 Jun
Long-term follow-up of patients with congenital diaphragmatic hernia.,"Cimbak N, Buchmiller TL.",38618013,World J Pediatr Surg,2024 Apr
Laparoscopic Treatment of Hydrocele of the Canal of Nuck in Pediatric Patients.,Lee SR.,29076118,Eur J Pediatr Surg,2018 Aug
Omental cyst: a case report and review of the literature.,"Robbins KJ, Antiel RM, Shakhsheer BA.",34992640,Ann Pediatr Surg,2021 Dec
Initial experience with 3D laparoscopic choledochal cyst (CDC) excision and hepatico-duodenostomy (HD) in 21 children.,"Parelkar SV, Makhija DP, Sanghvi BV, Gupta RK, Mudkhedkar KP, Shah RS, Kumar A, Rangnekar A, Shah N.",37133562,Pediatr Surg Int,2023 May
Pituitary gigantism: a rare learning opportunity.,"Bendor-Samuel OM, Pal A, Cudlip S, Anderson G, Salgia S, Makaya T.",30948480,Arch Dis Child Educ Pract Ed,2020 Apr
Is music the food of the anesthesia in children ?,"Hekimoglu Sahin S, Duran R, Basaran UN, Sut N, Colak A, Duran S.",36474510,World J Pediatr Surg,2022 Mar
Development and evaluation of a patient decision aid for pediatric interval appendectomy.,"Larocca V, Oltean I, Grandpierre V, Nasr A.",36474740,World J Pediatr Surg,2022 Nov
European Census on Pediatric Surgery.,"Parigi GB, Czauderna P, Rolle U, Zachariou Z.",28376534,Eur J Pediatr Surg,2018 Jun
State of telemedicine use in pediatric surgery in the USA-where we stand and what we can gain from the COVID-19 pandemic: a scoping review.,"Metzger G, Jatana K, Apfeld J, Deans KJ, Minneci PC, Halaweish I.",36474638,World J Pediatr Surg,2021 Mar
Sore knee - why and when to call a cardiologist.,"Kendall IS, McGinn C, Sands AJ.",37290895,Arch Dis Child Educ Pract Ed,2023 Dec
Postoperative speech impairment and surgical approach to posterior fossa tumours in children : a prospective European multicentre cohort study.,"Grønbæk JK, Wibroe M, Toescu S, Frič R, Thomsen BL, Møller LN, Grillner P, Gustavsson B, Mallucci C, Aquilina K, Fellows GA, Molinari E, Hjort MA, Westerholm-Ormio M, Kiudeliene R, Mudra K, Hauser P, van Baarsen K, Hoving E, Zipfel J, Nysom K, Schmiegelow K, Sehested A, Juhler M, Mathiasen R; CMS study group.",34624241,LancetChild Adolesc Health,2021 Nov
Long-term outcomes of very low birth weight infants with intraventricular hemorrhage: a nationwide population study from 2011 to 2019.,"Park J, Park SH, Kwon YR, Yoon SJ, Lim JH, Han JH, Shin JE, Eun HS, Park MS, Lee SM.",38615088,World J Pediatr,2024 Jul
Congenital cecal diverticulitis in a pediatric patient.,"Lee ZW, Albright EA, Brown BP, Markel TA.",34422552,J Pediatr Surg Case Rep,2021 Sep
Laparoscopic Heller-Dor Is a Persistently Effective Treatment for Achalasia Even in Pediatric Patients: A 25-Year Experience at a Single Tertiary Center.,"Provenzano L, Pulvirenti R, Duci M, Capovilla G, Costantini A, Forattini F, Gamba P, Costantini M, Fascetti-Leon F, Salvador E.",36720247,Eur J Pediatr Surg,2023 Dec
Parents making surgical decisions for their children : a pilot study.,"Fung ACH, Wong KKY.",37215246,World J Pediatr Surg,2023 May
Risk factors for Clostridioides difficile infection in children and adolescents with inflammatory bowel disease: a systematic review and meta-analysis.,"Fang SB, Song YQ, Zhang CY, Wang LB.",34800281,World J Pediatr,2022 Jan
A new simplified technique in thoracoscopic repair of congenital diaphragmatic hernia.,"Li H, Zhao S, Wu C, Pan Z, Wang G, Fu J, Dai J.",35230487,Pediatr Surg Int,2022 Jun
5-year mental health and eating pattern outcomes following bariatric surgery in adolescents : a prospective cohort study.,"Järvholm K, Bruze G, Peltonen M, Marcus C, Flodmark CE, Henfridsson P, Beamish AJ, Gronowitz E, Dahlgren J, Karlsson J, Olbers T.",31978372,LancetChild Adolesc Health,2020 Mar
Robotic surgery in anorectal malformations: Where are we? A systematic review.,"Gazzaneo M, Bosisio M, Mandarano G, Bulotta AL, Alberti D, Riccipetitoni G.",40548987,Pediatr Surg Int,2025 Jun
Pediatric manifestations of Lynch Syndrome: A single center experience.,"MacArthur TA, Ongie LJ, Lanpher BC, Ishitani MB.",36313796,J Pediatr Surg Case Rep,2022 Nov
Child Migrant Health: The Role of Pediatric Surgery in the Migrants' Route across Balkan Countries to North-West Europe.,"Marjanovic Z, Raicevic M, Slavkovic A, Zivanovic D, Filipovic I, Bojovic N.",30372768,Eur J Pediatr Surg,2019 Oct
Management and outcomes of gastric volvulus in children : a systematic review.,"da Costa KM, Saxena AK.",30900131,World J Pediatr,2019 Jun
Pediatric intestinal obstruction: analysis of etiologies and factors influencing short-term outcomes in Rwanda.,"Twahirwa I, Ndayiragije C, Nyundo M, Rickard J, Ntaganda E.",36474731,World J Pediatr Surg,2022 Oct
Analysis and comparison of failure causes of minimally invasive surgical closure of ventricular septal defects in children.,"Yu J, Shi Z, Qian J, Ma L, Zhang B, Ying L, Shu Q.",36817712,World J Pediatr Surg,2023 Jan
The Role of Indocyanine Green in Pediatric Gastrointestinal Surgery : Systematic Review.,"Delgado-Miguel C, Camps J, Hernandez Oliveros F.",37406677,Eur J Pediatr Surg,2024 Feb
Systematic review of the training process of minimally invasive surgery in neonates and infants.,"Zahradníková P, Babala J, Lindák M, Pechanová R, Hnilicová S, Molnár M, Nedomová B, Poš L, Dotlačil V, Kučerová B.",40569468,Pediatr Surg Int,2025 Jun
Robotic lobectomy in children with severe bronchiectasis: A worthwhile new technology.,"Durand M, Musleh L, Vatta F, Orofino G, Querciagrossa S, Jugie M, Bustarret O, Delacourt C, Sarnacki S, Blanc T, Khen-Dunlop N.",33250217,J PediatrSurg,2021 Sep
Comparative frenectomy with conventional scalpel and dual-waved laser in labial frenulum.,"Xie L, Wang P, Ding Y, Zhang L.",36474628,World J Pediatr Surg,2022 Jan
Pigeon chest: comparative analysis of surgical techniques in minimal access repair of pectus carinatum (MARPC).,"Muntean A, Stoica I, Saxena AK.",29500788,World J Pediatr,2018 Feb
"Fetal therapy for congenital diaphragmatic hernia: past, present and future.","Abbasi N, Mieghem TV, Ryan G.",40521377,World J Pediatr Surg,2024 Sep
Risk factors for postoperative pulmonary complications in neonates : a retrospective cohort study.,"Cai BB, Wang DP.",38025904,World J Pediatr Surg,2023 Nov
Understanding pediatric surgical needs in North Korea: a modeling analysis.,"Hsu PJ, Yoon S, Park KB.",38303972,World J Pediatr Surg,2024 Jan
Significant neonatal intraoperative cerebral and renal oxygen desaturation identified with near-infrared spectroscopy.,"Miyake Y, Seo S, Kataoka K, Ochi T, Miyano G, Koga H, Lane GJ, Nishimura K, Inada E, Yamataka A.",35246727,Pediatr Surg Int,2022 May
Malrotation: Age-Related Differences in Reoperation Rate.,"Raitio A, Green PA, Fawkner-Corbett DW, Wilkinson DJ, Baillie CT.",26394370,Eur J Pediatr Surg,2016 Feb
Two approaches for newborns with critical congenital heart disease: a comparative study.,"Wang GX, Ma K, Pang KJ, Wang X, Qi L, Yang Y, Mao FQ, Li SJ.",34822129,World J Pediatr,2022 Jan
Expression and possible role of Smad3 in postnecrotizing enterocolitis stricture.,"Chen R, Lv C, Zhao X, Ma D, Lai D, Zhao Y, Zhang L, Tou J.",36474625,World J Pediatr Surg,2022 Jan
Ten cases of intradiaphragmatic extralobar pulmonary sequestration: a single-center experience.,"Gao Y, Han X, Jin J, Tan Z.",36474512,World J Pediatr Surg,2022 Apr
Health-Related Quality of Life in Patients after Repair of Esophageal Atresia: A Review of Current Literature.,"Dellenmark-Blom M, Quitmann J, Dingemann C.",32483796,Eur J Pediatr Surg,2020 Jun
Surgical management of ovarian masses in children and adolescents : experience of an academic institution in France.,"El Haissoufi K, Lehn A, Chevalier I, Moog R, Becmeur F, Talon I.",38842682,Pediatr Surg Int,2024 Jun
Intestinal ischemia secondary to Covid-19.,"Khesrani LS, Chana K, Sadar FZ, Dahdouh A, Ladjadj Y, Bouguermouh D.",32839689,J Pediatr Surg Case Rep,2020 Oct
Racial and ethnic inequities in the quality of paediatric care in the USA: a review of quantitative evidence.,"Slopen N, Chang AR, Johnson TJ, Anderson AT, Bate AM, Clark S, Cohen A, Jindal M, Karbeah J, Pachter LM, Priest N, Suglia SF, Bryce N, Fawcett A, Heard-Garris N.",38242597,LancetChild Adolesc Health,2024 Feb
Pediatric Surgery during the COVID-19 Pandemic: An International Survey of Current Practice.,"Nasher O, Sutcliffe JR, Stewart RJ.",32851612,Eur J Pediatr Surg,2021 Oct
Delivery of essential pediatric congenital surgical care within Brazil's universal health coverage system: a national survey of pediatric surgeons.,"Truche PR, Naus AE, Botelho F, Ferreira J, Bowder A, Caddell L, Zimmerman K, de Freitas Faria IM, Lopes BC, Costa EC, Dantas FLL, Cavalcante AJSA, Carvalho CALB, Abib S, Mooney DP, Alonso N.",39286360,World J Pediatr Surg,2023 Jul
Midterm outcome of transumbilically laparoscopic -assisted versus laparoscopic and open appendectomy in children --a matched prospective study.,"Bergholz R, Klein I, Wenke K, Boettcher M, Reinshagen K, Krebs T.",24623454,Eur J Pediatr Surg,2015 Apr
Clinical and prognostic characteristics of bilateral Wilms tumor: a multi-center institutional retrospective cohort study experience from China.,"Yang S, Yan JH, Wang JH, Qin H, Yang W, Dong KR, Liu JC, Xu M, Zhang YZ, Zhang JG, Wu YM, Zhao Q, Wang S, Wang JF, Chang J, Wu RD, He XL, Li T, Su Y, Gao J, Li H, Yang XM, Wu XJ, Meng DG, Losty PD, Chui CH, Chang XF, Song HC, Wang HM.",40244503,World J Pediatr,2025 Apr
Delays in care for hydrocephalus and spina bifida at a tertiary hospital in Somaliland.,"Dahir S, Cotache-Condor C, Grimm A, Mohamed M, Rice H, Smith E, Ismail EA.",38328393,World J Pediatr Surg,2023 Jan
Surgery for Pediatric Ureteropelvic Junction Obstruction-Comparison of Outcomes in Relation to Surgical Technique and Operating Discipline in Germany.,"Goetz G, Klora M, Zeidler J, Eberhard S, Bassler S, Mayer S, Gosemann JH, Lacher M.",30112743,Eur J Pediatr Surg,2019 Feb
Laparoscopy in Pediatric Abdominal Trauma: A 13-Year Experience.,"Tharakan SJ, Kim AG, Collins JL, Nance ML, Blinman TA.",26515577,Eur J Pediatr Surg,2016 Oct
Recurrence of anterior congenital diaphragmatic hernia after laparoscopic repair in children.,"Oumarou M, Panait N, El Khoury E, Hamidou Z, Pinol J, Barila Lompe P, Merrot T, Faure A, Dariel A.",38954216,Pediatr Surg Int,2024 Jul
Laparoscopic assisted anterior transabdominal wall closure using loop suture removing technique in Morgagni hernia: safe and easy method.,"Ergun E, Gollu G, Ates U, Sozduyar S, Jafarov A, Bahadir K, Cakmak M, Yagmurlu A, Bingol Kologlu M.",32342179,Pediatr Surg Int,2020 Jun
Early complications after laparoscopic resection of choledochal cyst.,"Zhang B, Wu D, Fang Y, Bai J, Huang W, Liu M, Chen J, Li L.",31134322,Pediatr Surg Int,2019 Aug
Current thoracoscopic approach for mediastinal neuroblastoma in Japan-results from nationwide multicenter survey.,"Kawano T, Souzaki R, Sumida W, Shimojima N, Hishiki T, Kinoshita Y, Uchida H, Tajiri T, Yoneda A, Oue T, Kuroda T, Hirobe S, Koshinaga T, Hiyama E, Nio M, Inomata Y, Taguchi T, Ieiri S.",34448929,Pediatr Surg Int,2021 Dec
"Comparison of long-term survival with continued medical therapy, vagus nerve stimulation, and cranial epilepsy surgery in paediatric patients with drug-resistant epilepsy in the USA: an observational cohort study.","Zhang L, Hall M, Lam SK.",37276875,LancetChild Adolesc Health,2023 Jul
"Prevention and control strategies for emergency, limited-term, and elective operations in pediatric surgery during the epidemic period of COVID-19.","Tang D, Tou J, Wang J, Chen Q, Wang W, Huang J, Zhao H, Wei J, Xu Z, Zhao D, Fu J, Shu Q.",38607940,World J Pediatr Surg,2020 Mar
Laparoscopic treatment of patent omphalomesenteric duct: a new surgical approach.,"Zou C, Li B, Xiao Y, Xu G, Xia R, Li M, Feng Y, Zhou C.",38328396,World J Pediatr Surg,2023 Feb
Fetal malrotation with midgut volvulus: Prenatal diagnosis and planning.,"Olutoye OO 2nd, Hammond JD 2nd, Gilley J, Beckman RM, Bulathsinghala M, Keswani SS, Davies J, Mazziotti MV, Donepudi R, Belfort MA, King A, Ketwaroo PM, Lee TC.",37292252,J Pediatr Surg Case Rep,2023 Jun
Numerical modeling assisting in surgical treatment of total anomalous pulmonary venous connection in children.,"Jin J, Gu K, Liang J, Yu J, Fan X.",39410938,World J Pediatr Surg,2024 Oct
Renal Function Recovery after Nephrectomy or Nephron-Sparing Surgery in Children with Unilateral Renal Tumor.,"Cozzi DA, Ceccanti S, Cozzi F.",27533314,Eur J Pediatr Surg,2017 Feb
Single-port laparoscopic percutaneous extraperitoneal internal ring closure for paediatric inguinal hernia using a needle grasper.,"Chen P, Li S, Yu L, Jin S, Su J, Yang Z, Sun X, Sun M.",35941328,Pediatr Surg Int,2022 Oct
Significance of the auditory meatus inferior wall cartilage in the surgical treatment of congenital first branchial cleft anomalies in children.,"Yu B, Zhu R, Fu Y, Xu B, Yu L, Bi J.",38025903,World J Pediatr Surg,2023 Nov
Rapid Response Team Activations in Pediatric Surgical Patients.,"Acker SN, Wathen B, Roosevelt GE, Hill LR, Schubert A, Reese J, Bensard DD, Kulungowski AM.",27706523,Eur J Pediatr Surg,2017 Feb
Postoperative apnea after pyloromyotomy for infantile hypertrophic pyloric stenosis.,"Camporesi A, Diotto V, Zoia E, Rotta S, Tarantino F, Eccher LMG, Calcaterra V, Pelizzo G, Gemma M.",36475052,World J Pediatr Surg,2022 May
"Management of large primary spontaneous pneumothorax in children : radiological guidance, surgical intervention and proposed guideline.","Soccorso G, Anbarasan R, Singh M, Lindley RM, Marven SS, Parikh DH.",26306420,Pediatr Surg Int,2015 Dec
Benign penile skin anomalies in children : a primer for pediatricians.,"Castagnetti M, Leonard M, Guerra L, Esposito C, Cimador M.",25754752,World J Pediatr,2015 Nov
Addressing barriers to evidence-based medicine in pediatric surgery : an introduction to the Canadian Association of Paediatric Surgeons Evidence-Based Resource.,"Grandpierre V, Oltean I, Kaur M, Nasr A.",36474624,World J Pediatr Surg,2022 Jan
Recommendations for control and prevention of infections for pediatric orthopedics during the epidemic period of COVID-19.,"Wu C, Zhang Z, Mo Y, Wang D, Ning B, Xu P, Song J, Pei X, Ni X, Zheng Y, Xia T, Jing Y, Sun W, Meng J, Qian C.",38607936,World J Pediatr Surg,2020 Apr
Robotic liver resection for hepatic focal nodular hyperplasia in children : comparison with open surgery.,"Wu X, He M, Tang Y, Chen M, Cai J, Zhang L, Wang Y, Tao T, Wang J.",40843244,World J Pediatr Surg,2025 Aug
Fifteen-minute consultation: When medicines don't work-the child with poorly controlled seizures.,"Harijan P, Seal AK, Prasad M, Whitehouse WP.",30472655,Arch Dis Child Educ Pract Ed,2019 Jun
Pediatric pulmonary mucormycosis in a diabetic patient treated with extended pleurectomy and Clagett procedure.,"Gologorsky RC, Ely S, Rothenberg KA, Glaser C, Velotta JB.",31341773,J Pediatr Surg Case Rep,2019 Jun
Surgical treatment of proximal femur unicameral bone cysts in children : a retrospective single-center study.,"Li H, Niu XF, Su H, Ye W, Tang X.",40861020,World J Pediatr Surg,2025 Aug
Update on the management of ovarian torsion in children and adolescents.,"Nur Azurah AG, Zainol ZW, Zainuddin AA, Lim PS, Sulaiman AS, Ng BK.",25557598,World J Pediatr,2015 Feb
Comparison of the results of open repair and laparoscopic repair with the PIRS method in the treatment of hydrocele in children.,"Ates U, Evin E, Ergün E, Serttürk F, İnal D, Khalilova P, Maras H, Göllü G, Kologlu MB, Cakmak AM.",38347161,Pediatr Surg Int,2024 Feb
